name,school,subschool,descriptor,spell_level,casting_time,components,costly_components,range,area,effect,targets,duration,dismissible,shapeable,saving_throw,spell_resistence,description,source,verbal,somatic,material,focus,divine_focus,sor,wiz,cleric,druid,ranger,bard,paladin,alchemist,summoner,witch,inquisitor,oracle,antipaladin,magus,adept,deity,SLA_Level,domain,short_description,acid,air,chaotic,cold,curse,darkness,death,disease,earth,electricity,emotion,evil,fear,fire,force,good,language_dependent,lawful,light,mind_affecting,pain,poison,shadow,sonic,water,linktext,id,material_costs,bloodline,patron,mythic_text,augmented,mythic,bloodrager,shaman,psychic,medium,mesmerist,occultist,spiritualist,skald,investigator,hunter,haunt_statistics,ruse,draconic,meditative,summoner_unchained
Scare,necromancy,,"fear, mind-affecting, emotion","bard 2, sorcerer/wizard 2, witch 2, antipaladin 2, shaman 2, occultist 2, psychic 2, mesmerist 2, spiritualist 2, medium 2",1 standard action,"V, S, M (a bone from an undead creature)",0,medium (100 ft. + 10 ft./level),,,"one living creature per three levels, no two of which can be more than 30 ft. apart",1 round/level or 1 round; see text for cause fear,0,0,Will partial,yes,"This spell functions like cause fear, except that it causes all targeted creatures of less than 6 HD to become frightened.",PFRPG Core,1,1,1,0,0,2,2,,,,2,,,,2,,,2,,,,2,Fear (3),Frightens creature of less than 6 HD.,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Scare,457,,,,,,0,,2,2,2,2,2,2,,,,,0,0,0,
Scrying,divination,scrying,,"bard 3, cleric/oracle 5, druid 4, sorcerer/wizard 4, witch 4, shaman 4, occultist 4, psychic 4, mesmerist 3, spiritualist 5, medium 3",1 hour,"V, S, M/DF (a pool of water), F (a silver mirror worth 1,000 gp)",1,see text,,magical sensor,,1 min./level,0,0,Will negates,yes,"You can observe a creature at any distance. If the subject succeeds on a Will save, the spell fails. The difficulty of the save depends on how well your knowledge of the subject and what sort of physical connection (if any) you have to that creature. Furthermore, if the subject is on another plane, it gets a +5 bonus on its Will save. Will Save Knowledge M odifier None* +10 Secondhand (you have heard of the subject) +5 Firsthand (you have met the subject) +0 Familiar (you know the subject well) -5 *You must have some sort of connection (see below) to a creature of which you have no knowledge. Will Save Connection M odifier Likeness or picture -2 Possession or garment -4 Body part, lock of hair, bit of nail, etc. -10 If the save fails, you can see and hear the subject and its surroundings (approximately 10 feet in all directions of the subject). If the subject moves, the sensor follows at a speed of up to 150 feet. As with all divination (scrying) spells, the sensor has your full visual acuity, including any magical effects. In addition, the following spells have a 5% chance per caster level of operating through the sensor: detect chaos, detect evil, detect good, detect law, detect magic, and message. If the save succeeds, you can't attempt to scry on that subject again for at least 24 hours.",PFRPG Core,1,1,1,0,1,4,4,5,4,,3,,,,4,,5,,,,,4,,Spies on subject from a distance.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scrying,461,1000,,,,,0,,4,4,3,3,4,5,,,4,,0,0,0,
"Scrying, Greater",divination,scrying,,"bard 6, cleric/oracle 7, druid 7, sorcerer/wizard 7, witch 7, shaman 7, occultist 6, psychic 7, mesmerist 6",1 standard action,"V, S",0,see text,,magical sensor,,1 hour/level,0,0,Will negates,yes,"This spell functions like scrying, except as noted above. Additionally, all of the following spells function reliably through the sensor: detect chaos, detect evil, detect good, detect law, detect magic, message, read magic, and tongues.",PFRPG Core,1,1,0,0,0,7,7,7,7,,6,,,,7,,7,,,,,7,,"As scrying, but faster and longer.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Scrying, Greater",462,,,,,,0,,7,7,,6,6,,,,,,0,0,0,
Secret Chest,conjuration,summoning,,"sorcerer/wizard 5, witch 5, occultist 5, psychic 5, mesmerist 5, spiritualist 5",10 minutes,"V, S, F (the chest and its replica)",0,see text,,,one chest and up to 1 cu. ft. of goods/caster level,60 days or until discharged,0,0,none,no,"You hide a chest on the Ethereal Plane for as long as 60 days and can retrieve it at will. The chest can contain up to 1 cubic foot of material per caster level (regardless of the chest's actual size, which is about 3 feet by 2 feet by 2 feet). If any living creatures are in the chest, there is a 75% chance that the spell simply fails. Once the chest is hidden, you can retrieve it by concentrating (a standard action), and it appears next to you. The chest must be exceptionally well crafted and expensive, constructed for you by master crafters. The cost of such a chest is never less than 5,000 gp. Once it is constructed, you must make a tiny replica (of the same materials and perfect in every detail) so that the miniature of the chest appears to be a perfect copy. (The replica costs 50 gp.) The chests are nonmagical and can be fitted with locks, wards, and so on, just as any normal chest can be. To hide the chest, you cast the spell while touching both the chest and the replica. The chest vanishes into the Ethereal Plane. You need the replica to recall the chest. After 60 days, there is a cumulative chance of 5% per day that the chest is irretrievably lost. If the miniature of the chest is lost or destroyed, there is no way, even with a wish spell, that the large chest can be summoned back, although an extraplanar expedition might be mounted to find it. Living things in the chest eat, sleep, and age normally, and they die if they run out of food, air, water, or whatever they need to survive.",PFRPG Core,1,1,0,1,0,5,5,,,,,,,,5,,,,,,,5,, Hides expensive chest on Ethereal Plane; you retrieve it at will.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Secret Chest,465,,,,,,0,,,5,,5,5,5,,,,,0,0,0,
Secure Shelter,conjuration,creation,,"bard 4, sorcerer/wizard 4, witch 4",10 minutes,"V, S, M (a chip of stone, sand, a drop of water, and a wood splinter)",0,close (25 ft. + 5 ft./2 levels),,20-ft.-square structure,,2 hours/level,1,0,none,no,"You conjure a sturdy cottage or lodge made of material that is common in the area where the spell is cast. The floor is level, clean, and dry. The lodging resembles a normal cottage, with a sturdy door, two shuttered windows, and a small fireplace. The shelter must be heated as a normal dwelling, and extreme heat adversely affects it and its occupants. The dwelling does, however, provide considerable security otherwise-it is as strong as a normal stone building, regardless of its material composition. The dwelling resists flames and fire as if it were stone. It is impervious to normal missiles (but not the sort cast by siege engines or giants). The door, shutters, and even chimney are secure against intrusion, the former two being secured with arcane lock and the latter by an iron grate at the top and a narrow flue. In addition, these three areas are protected by an alarm spell. Finally, an unseen servant is conjured to provide service to you for the duration of the shelter. The secure shelter contains crude furnishings-eight bunks, a trestle table, eight stools, and a writing desk.",PFRPG Core,1,1,1,0,0,4,4,,,,4,,,,4,,,,,,,4,,Creates sturdy cottage.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Secure Shelter,467,,,,,,0,,,,,,,,,,,,0,0,0,
See Invisibility,divination,,,"bard 3, sorcerer/wizard 2, alchemist 2, summoner/unchained summoner 2, witch 2, inquisitor 2, bloodrager 2, occultist 2, psychic 2, mesmerist 3, spiritualist 2",1 standard action,"V, S, M (talc and powdered silver)",0,personal,,,you,10 min./level,1,0,,,"You can see any objects or beings that are invisible within your range of vision, as well as any that are ethereal, as if they were normally visible. Such creatures are visible to you as translucent shapes, allowing you easily to discern the difference between visible, invisible, and ethereal creatures. The spell does not reveal the method used to obtain invisibility. It does not reveal illusions or enable you to see through opaque objects. It does not reveal creatures who are simply hiding, concealed, or otherwise hard to see. See invisibility can be made permanent with a permanency spell.",PFRPG Core,1,1,1,0,0,2,2,,,,3,,2,2,2,2,,,,2,,2,Revelation (2),Reveals invisible creatures or objects.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,See Invisibility,468,,"Aberrant (Sorcerer) (5), Marid (5), Aberrant (BloodRager) (10)","Boundaries (4), Ethereal (4)",,,0,2,,2,,3,2,2,,,,,0,0,0,2
Sepia Snake Sigil,conjuration,creation,force,"bard 3, sorcerer/wizard 3, witch 3, occultist 3",10 minutes,"V, S, M (powdered amber worth 500 gp and a snake scale)",1,touch,,,one touched book or written work,permanent or until discharged; until released or 1d4 days + 1 day/level; see text,0,0,Reflex negates,no,"You cause a small symbol to appear in the text of a written work. The text containing the symbol must be at least 25 words long. When anyone reads the text containing the symbol, the sepia snake sigil springs into being, transforming into a large sepia serpent that strikes at the reader, provided there is line of between the symbol and the reader. Simply seeing the enspelled text is not sufficient to trigger the spell; the subject must deliberately read it. The target is entitled to a save to evade the snake's strike. If it succeeds, the sepia snake dissipates in a flash of brown light accompanied by a puff of duncolored smoke and a loud noise. If the target fails its save, it is engulfed in a shimmering amber field of force and immobilized until released, either at your command or when 1d4 days + 1 day per caster level have elapsed. While trapped in the amber field of force, the subject does not age, breathe, grow hungry, sleep, or regain spells. It is preserved in a state of suspended animation, unaware of its surroundings. It can be damaged by outside forces (and perhaps even killed), since the field provides no protection against physical injury. However, a dying subject does not lose hit points or become stable until the spell ends. The hidden sigil cannot be detected by normal observation, and detect magic reveals only that the entire text is magical. A dispel magic can remove the sigil. An erase spell destroys the entire page of text. Sepia snake sigil can be cast in combination with other spells that hide or garble text, such as secret page.",PFRPG Core,1,1,1,0,0,3,3,,,,3,,,,3,,,,,,,3,,Creates a snake-shaped text symbol that immobilizes reader.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Sepia Snake Sigil,471,500,,,,,0,,,,,,3,,,,,,0,0,0,
Slay Living,necromancy,,death,"cleric/oracle 5, witch 6, antipaladin 4, shaman 6, spiritualist 5",1 standard action,"V, S",0,touch,,,living creature touched,instantaneous,0,0,Fortitude partial,yes,"You can attempt to slay any one living creature. When you cast this spell, your hand seethes with eerie dark fire. You must succeed on a melee touch attack to touch the target. The target takes 12d6 points of damage + 1 point per caster level. If the target's Fortitude saving throw succeeds, it instead takes 3d6 points of damage + 1 point per caster level. The subject might die from damage even if it succeeds on its saving throw.",PFRPG Core,1,1,0,0,0,,,5,,,,,,,6,,5,4,,,,5,"Death (5), Repose (5)",Touch attack deals 12d6 +1 per level.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slay Living,494,,,,,,0,,6,,,,,5,,,,,0,0,0,
Sleep,enchantment,compulsion,mind-affecting,"bard 1, sorcerer/wizard 1, witch 1, shaman 1, occultist 1, psychic 1, mesmerist 1",1 round,"V, S, M (fine sand, rose petals, or a live cricket)",0,medium (100 ft. + 10 ft./level),one or more living creatures within a 10-ft.-radius burst,,,1 min./level,0,0,Will negates,yes,"A sleep spell causes a magical slumber to come upon 4 HD of creatures. Creatures with the fewest HD are affected first. Among creatures with equal HD, those who are closest to the spell's point of origin are affected first. HD that are not sufficient to affect a creature are wasted. Sleeping creatures are helpless. Slapping or wounding awakens an affected creature, but normal noise does not. Awakening a creature is a standard action (an application of the aid another action). Sleep does not target unconscious creatures, constructs, or undead creatures.",PFRPG Core,1,1,1,0,0,1,1,,,,1,,,,1,,,,,1,,1,Night (1),Puts 4 HD of creatures into magical slumber.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sleep,495,,Dreamspun (3),,"The spell affects up to 8 Hit Dice of creatures, and you can choose the order in which creatures are affected by the spell. Any effect that would automatically awaken a sleeping creature instead allows it to attempt a new Will saving throw to awaken.","Augmented (8th): If you expend three uses of mythic power, you can target all living creatures other than you that have 8 Hit Dice or fewer in a 1-mile radius centered on you. Creatures that fail their saving throws fall asleep for a number of days equal to your tier. You can select a number of creatures up to your tier to not be affected by the spell.",1,,1,1,,1,1,,,,,,0,0,0,
Sleet Storm,conjuration,creation,cold,"druid 3, sorcerer/wizard 3, witch 3, magus 3, bloodrager 3, shaman 3",1 standard action,"V, S, M/DF (dust and water)",0,long (400 ft. + 40 ft./level),"cylinder (40-ft. radius, 20 ft. high)",,,1 round/level,0,0,none,no,"Driving sleet blocks all sight (even darkvision) within it and causes the ground in the area to be icy. A creature can walk within or through the area of sleet at half normal speed with a DC 10 Acrobatics check. Failure means it can't move in that round, while failure by 5 or more means it falls (see the Acrobatics skill for details). The sleet extinguishes torches and small fires.",PFRPG Core,1,1,1,0,1,3,3,,3,,,,,,3,,,,3,,,3,Weather (4),Hampers vision and movement.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sleet Storm,496,,,,,,0,3,3,,,,,,,,3,,0,0,0,
Solid Fog,conjuration,creation,,"sorcerer/wizard 4, witch 4, magus 4, shaman 4, mesmerist 4, spiritualist 4, unchained summoner 4",1 standard action,"V, S, M (powdered peas and an animal hoof)",0,medium (100 ft. + 10 ft. level),,fog spreads in 20-ft. radius,,1 min./level,0,0,none,no,"This spell functions like fog cloud, but in addition to obscuring sight, the solid fog is so thick that it impedes movement. Creatures moving through a solid fog move at half their normal speed and take a -2 penalty on all melee attack and melee damage rolls. The vapors prevent effective ranged weapon attacks (except for magic rays and the like). A creature or object that falls into solid fog is slowed so that each 10 feet of vapor that it passes through reduces the falling damage by 1d6. A creature cannot take a 5-foot-step while in solid fog. Solid fog, and effects that work like solid fog, do not stack with each other in terms of slowed movement and attack penalties. Unlike normal fog, only a severe wind (31+ mph) disperses these vapors, and it does so in 1 round. Solid fog can be made permanent with a permanency spell. A permanent solid fog dispersed by wind reforms in 10 minutes.",PFRPG Core,1,1,1,0,0,4,4,,,,,,,,4,,,,4,,,4,Cloud (4), Blocks vision and slows movement.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Solid Fog,500,,,,The penalty on melee attack and damage rolls increases to -4. The cloud's radius and height both increase to 50 feet.,Augmented: The augmented version of mythic solid fog has the same additional benefits as the augmented version of mythic fog cloud.,1,,4,,,4,,4,,,,,0,0,0,4
Soul Bind,necromancy,,,"cleric/oracle 9, sorcerer/wizard 9, witch 9, shaman 9, psychic 9",1 standard action,"V, S, F (see text)",1,close (25 ft. + 5 ft./2 levels),,,corpse,permanent,0,0,Will negates,no,"You draw the soul from a newly dead body and imprison it in a black sapphire gem. The subject must have been dead no more than 1 round per caster level. The soul, once trapped in the gem, cannot be returned through clone, raise dead, reincarnation, resurrection, true resurrection, or even a miracle or a wish. Only by destroying the gem or dispelling the spell on the gem can one free the soul (which is then still dead). The focus for this spell is a black sapphire of at least 1,000 gp value for every HD possessed by the creature whose soul is to be bound. If the gem is not valuable enough, it shatters when the binding is attempted. (While creatures have no concept of level or HD as such, the value of the gem needed to trap an individual can be researched.)",PFRPG Core,1,1,0,1,0,9,9,9,,,,,,,9,,9,,,,,9,,Traps newly dead soul to prevent resurrection.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soul Bind,502,0,Daemon (19),,,,0,,9,9,,,,,,,,,0,0,0,
Speak with Dead,necromancy,,language-dependent,"cleric/oracle 3, witch 3, inquisitor 3, shaman 3, psychic 3, spiritualist 3, medium 2",10 minutes,"V, S, DF",0,10 ft.,,,one dead creature,1 min./level,0,0,Will negates; see text,no,"You grant the semblance of life to a corpse, allowing it to answer questions. You may ask one question per two caster levels. The corpse's knowledge is limited to what it knew during life, including the languages it spoke. Answers are brief, cryptic, or repetitive, especially if the creature would have opposed you in life. If the dead creature's alignment was different from yours, the corpse gets a Will save to resist the spell as if it were alive. If successful, the corpse can refuse to answer your questions or attempt to deceive you, using Bluff. The soul can only speak about what it knew in life. It cannot answer any questions that pertain to events that occurred after its death. If the corpse has been subject to speak with dead within the past week, the new spell fails. You can cast this spell on a corpse that has been deceased for any amount of time, but the body must be mostly intact to be able to respond. A damaged corpse may be able to give partial answers or partially correct answers, but it must at least have a mouth in order to speak at all. This spell does not affect a corpse that has been turned into an undead creature.",PFRPG Core,1,1,0,0,1,,,3,,,,,,,3,3,3,,,,,3,"Knowledge (3), Repose (3)", Corpse answers one question/two levels.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Speak with Dead,505,,,"Death (6), Spirits (6)",,,0,,3,3,2,,,3,,,,,0,0,0,
Spectral Hand,necromancy,,,"sorcerer/wizard 2, witch 2, occultist 2, psychic 2, spiritualist 2, medium 2",1 standard action,"V, S",0,medium (100 ft. + 10 ft./level),,one spectral hand,,1 min./level,1,0,none,no,"A ghostly hand shaped from your life force materializes and moves as you desire, allowing you to deliver low-level, touch range spells at a distance. On casting the spell, you lose 1d4 hit points that return when the spell ends (even if it is dispelled), but not if the hand is destroyed. (The hit points can be healed as normal.) For as long as the spell lasts, any touch range spell of 4th level or lower that you cast can be delivered by the spectral hand. The spell gives you a +2 bonus on your melee touch attack roll, and attacking with the hand counts normally as an attack. The hand always strikes from your direction. The hand cannot flank targets like a creature can. After it delivers a spell, or if it goes beyond the spell range or goes out of your sight, the hand returns to you and hovers. The hand is incorporeal and thus cannot be harmed by normal weapons. It has improved evasion (half damage on a failed Reflex save and no damage on a successful save), your save bonuses, and an AC of 22 (+8 size, +4 natural armor). Your Intelligence modifier applies to the hand's AC as if it were the hand's Dexterity modifier. The hand has 1 to 4 hit points, the same number that you lost in creating it.",PFRPG Core,1,1,0,0,0,2,2,,,,,,,,2,,,,,,,2,, Creates disembodied glowing hand to deliver touch attacks.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spectral Hand,507,,,,,,0,,,2,2,,2,2,,,,,0,0,0,
Status,divination,,,"cleric/oracle 2, witch 2, occultist 2, psychic 2, spiritualist 2, medium 2",1 standard action,"V, S",0,touch,,,one living creature touched per three levels,1 hour/level,0,0,Will negates (harmless),yes (harmless),"When you need to keep track of comrades who may get separated, status allows you to mentally monitor their relative positions and general condition. You are aware of direction and distance to the creatures and any conditions affecting them: unharmed, wounded, disabled, staggered, unconscious, dying, nauseated, panicked, stunned, poisoned, diseased, confused, or the like. Once the spell has been cast upon the subjects, the distance between them and the caster does not affect the spell as long as they are on the same plane of existence. If a subject leaves the plane, or if it dies, the spell ceases to function for it.",PFRPG Core,1,1,0,0,0,,,2,,,,,,,2,,2,,,,,2,," Monitors condition, position of allies.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status,519,,,,,,0,,,2,2,,2,2,,,,,0,0,0,
Stinking Cloud,conjuration,creation,,"magus 3, sorcerer/wizard 3, witch 3, bloodrager 3, shaman 3, unchained summoner 3",1 standard action,"V, S, M (a rotten egg or cabbage leaves)",0,medium (100 ft. + 10 ft./level),,"cloud spreads in 20-ft. radius, 20 ft. high",,1 round/level,0,0,Fortitude negates; see text,no,"Stinking cloud creates a bank of fog like that created by fog cloud, except that the vapors are nauseating. Living creatures in the cloud become nauseated. This condition lasts as long as the creature is in the cloud and for 1d4+1 rounds after it leaves. (Roll separately for each nauseated character.) Any creature that succeeds on its save but remains in the cloud must continue to save each round on your turn. This is a poison effect. Stinking cloud can be made permanent with a permanency spell. A permanent stinking cloud dispersed by wind reforms in 10 minutes.",PFRPG Core,1,1,1,0,0,3,3,,,,,,,,3,,,,3,,,3,Smoke (3)," Nauseating vapors, 1 round/level.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stinking Cloud,520,,,,Creatures that succeed at their saves are sickened while they remain in the cloud and for 1d4+1 rounds after they leave. Creatures that fail their saves continue to be sickened for 1 hour after leaving the cloud.,,1,3,3,,,,,,,,,,0,0,0,3
Stone to Flesh,transmutation,,,"sorcerer/wizard 6, witch 6, magus 6, shaman 6",1 standard action,"V, S, M (a drop of blood mixed with earth)",0,medium (100 ft. + 10 ft./level),,,one petrified creature or a cylinder of stone from 1 ft. to 3 ft. in diameter and up to 10 ft. long,instantaneous,0,0,Fortitude negates (object); see text,yes,"This spell restores a petrified creature to its normal state, restoring life and goods. The creature must make a DC 15 Fortitude save to survive the process. Any petrified creature, regardless of size, can be restored. The spell also can convert a mass of stone into a fleshy substance. Such flesh is inert and lacking a vital life force unless a life force or magical energy is available. For example, this spell would turn an animated stone statue into an animated flesh statue, but an ordinary statue would become a mass of inert flesh in the shape of the statue. You can affect an object that fits within a cylinder from 1 foot to 3 feet in diameter and up to 10 feet long or a cylinder of up to those dimensions in a larger mass of stone.",PFRPG Core,1,1,1,0,0,6,6,,,,,,,,6,,,,6,,,6,, Restores petrified creature.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stone to Flesh,524,,,,,,0,,6,,,,,,,,,,0,0,0,
Storm Of Vengeance,conjuration,summoning,,"cleric/oracle 9, druid 9, witch 9, shaman 9",1 round,"V, S",0,long (400 ft. + 40 ft./level),,360-ft.-radius storm cloud,,concentration (maximum 10 rounds) (D),1,0,see text,yes,"You create a huge black storm cloud in the air. Each creature under the cloud must succeed on a Fortitude save or be deafened for 1d4 x 10 minutes. Each round you continue to concentrate, the spell generates additional effects as noted below. Each effect occurs on your turn. 2nd Round: Acid rains down in the area, dealing 1d6 points of acid damage (no save). 3rd Round: You call six bolts of lightning down from the cloud. You decide where the bolts strike. No two bolts may be directed at the same target. Each bolt deals 10d6 points of electricity damage. A creature struck can attempt a Reflex save for half damage. 4th Round: Hailstones rain down in the area, dealing 5d6 points of bludgeoning damage (no save). 5th through 10th Rounds: Violent rain and wind gusts reduce visibility. The rain obscures all sight, including darkvision, beyond 5 feet. A creature 5 feet away has concealment (attacks have a 20% miss chance). Creatures farther away have total concealment (50% miss chance, and the attacker cannot use sight to locate the target). Speed is reduced by three-quarters. Ranged attacks within the area of the storm are impossible. Spells cast within the area are disrupted unless the caster succeeds on a Concentration check against a DC equal to the storm of vengeance's save DC + the level of the spell the caster is trying to cast.",PFRPG Core,1,1,0,0,0,,,9,9,,,,,,9,,9,,,,,9,"Cloud (9), Nobility (9), Weather (9)","Storm rains acid, lightning, and hail.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Storm of Vengeance,525,,Stormborn (19),Storms (18),"The acid damage dealt increases to 1d8 points of acid damage. The lightning damage dealt increases to 10d8 points of electricity damage. You can call down a bolt of lightning on the 2nd and 4th rounds (equivalent to those on the 3rd round). You can strike the same target with a bolt more than once during the casting of the spell, but not more than once per round.","Augmented (7th): If you expend three uses of mythic power, the storm cloud's radius increases to 1,000 feet. Structures in the storm take 1d10 points of damage per round (this damage bypasses hardness). You can call down one additional bolt in the 2nd and 4th rounds, and three additional bolts in the 3rd round.",1,,9,,,,,,,,,,0,0,0,
Suggestion,enchantment,compulsion,"language-dependent, mind-affecting","bard 2, sorcerer/wizard 3, witch 3, occultist 3, psychic 2, mesmerist 2, medium 2",1 standard action,"V, M (a snake's tongue and a honeycomb)",0,close (25 ft. + 5 ft./2 levels),,,one living creature,1 hour/level or until completed,0,0,Will negates,yes,"You influence the actions of the target creature by suggesting a course of activity (limited to a sentence or two). The suggestion must be worded in such a manner as to make the activity sound reasonable. Asking the creature to do some obviously harmful act automatically negates the effect of the spell. The suggested course of activity can continue for the entire duration. If the suggested activity can be completed in a shorter time, the spell ends when the subject finishes what it was asked to do. You can instead specify conditions that will trigger a special activity during the duration. If the condition is not met before the spell duration expires, the activity is not performed. A very reasonable suggestion causes the save to be made with a penalty (such as -1 or -2).",PFRPG Core,1,0,1,0,0,3,3,,,,2,,,,3,,,,,,,3,"Charm (3), Devil (3), Corruption (2), Innuendo (3)",Compels subject to follow stated course of action.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Suggestion,526,,"Infernal (7), Maestro (7), Rakshasa (7)",,"Mythic suggestion loses the language-dependent descriptor, and can target one or more living creatures in a 10-foot-radius burst.",,1,,,2,2,2,3,,,,,,0,0,0,
"Suggestion, Mass",enchantment,compulsion,"language-dependent, mind-affecting","bard 5, sorcerer/wizard 6, witch 6, occultist 5, psychic 5, mesmerist 5",1 standard action,"V, M (a snake's tongue and a honeycomb)",0,medium (100 ft. + 10 ft./level),,,"one creature/level, no two of which can be more than 30 ft. apart",1 hour/level or until completed,0,0,Will negates,yes,"This spell functions like suggestion, except that it can affect more creatures. The same suggestion applies to all these creatures.",PFRPG Core,1,0,1,0,0,6,6,,,,5,,,,6,,,,,,,6,Innuendo (6),"As suggestion, affects subject/level.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"Suggestion, Mass",527,,"Maestro (13), Rakshasa (13), Serpentine (13)",,,,0,,,5,,5,5,,,,,,0,0,0,
Summon Monster I,conjuration,summoning,see text,"bard 1, cleric/oracle 1, sorcerer/wizard 1, summoner/unchained summoner 1, witch 1, antipaladin 1, psychic 1, spiritualist 1, medium 1",1 round,"V, S, F/DF (a tiny bag and a small candle)",0,close (25 ft. + 5 ft./2 levels),,one summoned creature,,1 round/level,1,0,none,no,"This spell summons an extraplanar creature (typically an outsider, elemental, or magical beast native to another plane). It appears where you designate and acts immediately, on your turn. It attacks your opponents to the best of its ability. If you can communicate with the creature, you can direct it not to attack, to attack particular enemies, or to perform other actions. The spell conjures one of the creatures from the 1st Level list on Table 10-1. You choose which kind of creature to summon, and you can choose a different one each time you cast the spell. A summoned monster cannot summon or otherwise conjure another creature, nor can it use any teleportation or planar travel abilities. Creatures cannot be summoned into an environment that cannot support them. Creatures summoned using this spell cannot use spells or spell-like abilities that duplicate spells with expensive material components (such as wish). When you use a summoning spell to summon a creature with an alignment or elemental subtype, it is a spell of that type. Creatures on Table 10-1 marked with an ""*"" are summoned with the celestial template, if you are good, and the fiendish template, if you are evil. If you are neutral, you may choose which template to apply to the creature. Creatures marked with an ""*"" always have an alignment that matches yours, regardless of their usual alignment. Summoning these creatures makes the summoning spell's type match your alignment.",PFRPG Core,1,1,0,1,1,1,1,1,,,1,,,1,1,,1,1,,,,1,,(Evil creatures only.) Summons extraplanar creature to fight for you.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summon Monster I,529,,,,,,0,,,1,1,,,1,,,,,0,0,0,1
Summon Monster II,conjuration,summoning,,"bard 2, cleric/oracle 2, sorcerer/wizard 2, summoner/unchained summoner 2, witch 2, antipaladin 2, psychic 2, spiritualist 2, medium 2",1 round,"V, S, F/DF (a tiny bag and a small candle)",0,close (25 ft. + 5 ft./2 levels),,one summoned creature,,1 round/level,1,0,none,no,"This spell functions like summon monster I, except that you can summon one creature from the 2nd-level list or 1d3 creatures of the same kind from the 1st-level list.",PFRPG Core,1,1,0,1,1,2,2,2,,,2,,,2,2,,2,2,,,,2,Dark Tapestry (2),(Evil creatures only.) Summons extraplanar creature to fight for you.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summon Monster II,530,,,,,,0,,,2,2,,,2,,,,,0,0,0,2
Summon Monster III,conjuration,summoning,,"bard 3, cleric/oracle 3, sorcerer/wizard 3, witch 3, antipaladin 3, psychic 3, spiritualist 3",1 round,"V, S, F/DF (a tiny bag and a small candle)",0,close (25 ft. + 5 ft./2 levels),,one summoned creature,,1 round/level,1,0,none,no,"This spell functions like summon monster I, except that you can summon one creature from the 3rd-level list, 1d3 creatures of the same kind from the 2nd-level list, or 1d4+1 creatures of the same kind from the 1st-level list.",PFRPG Core,1,1,0,1,1,3,3,3,,,3,,,,3,,3,3,,,,3,,(Evil creatures only.) Summons extraplanar creature to fight for you.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summon Monster III,531,,Serpentine (7),,,,0,,,3,,,,3,,,,,0,0,0,
