name,school,subschool,descriptor,spell_level,casting_time,components,costly_components,range,area,effect,targets,duration,dismissible,shapeable,saving_throw,spell_resistence,description,source,verbal,somatic,material,focus,divine_focus,sor,wiz,cleric,druid,ranger,bard,paladin,alchemist,summoner,witch,inquisitor,oracle,antipaladin,magus,adept,deity,SLA_Level,domain,short_description,acid,air,chaotic,cold,curse,darkness,death,disease,earth,electricity,emotion,evil,fear,fire,force,good,language_dependent,lawful,light,mind_affecting,pain,poison,shadow,sonic,water,linktext,id,material_costs,bloodline,patron,mythic_text,augmented,mythic,bloodrager,shaman,psychic,medium,mesmerist,occultist,spiritualist,skald,investigator,hunter,haunt_statistics,ruse,draconic,meditative,summoner_unchained
Geas/Quest,enchantment,compulsion,"language-dependent, mind-affecting, curse","bard 6, cleric/oracle 6, sorcerer/wizard 6, inquisitor 5, witch 6, psychic 6, mesmerist 6",10 minutes,V,0,close (25 ft. + 5 ft./2 levels),,,one living creature,1 day/level or until discharged,1,0,none,yes,"This spell functions similarly to lesser geas, except that it affects a creature of any HD and allows no saving throw. If the subject is prevented from obeying the geas/quest for 24 hours, it takes a -3 penalty to each of its ability scores. Each day, another -3 penalty accumulates, up to a total of -12. No ability score can be reduced to less than 1 by this effect. The ability score penalties are removed 24 hours after the subject resumes obeying the geas/quest. A remove curse spell ends a geas/quest spell only if its caster level is at least two higher than your caster level. Break enchantment does not end a geas/quest, but limited wish, miracle, and wish do. Bards, sorcerers, and wizards usually refer to this spell as geas, while clerics call the same spell quest.",PFRPG Core,1,0,0,0,0,6,6,6,,,6,,,,6,5,6,,,,,6,"Ancestors (6), Charm (6), Honor (6), Nobility (6)","As lesser geas, but affects any creature.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Geas/Quest,231,,,Enchantment (12),,,0,,,6,,6,,,,,,,0,0,0,
Gentle Repose,necromancy,,,"cleric/oracle 2, sorcerer/wizard 3, witch 2, shaman 2, occultist 3, spiritualist 2, medium 2",1 standard action,"V, S, M/DF (salt and a copper piece for each of the corpse's eyes)",0,touch,,,corpse touched,1 day/level,0,0,Will negates (object),yes (object),"You preserve the remains of a dead creature so that they do not decay. Doing so effectively extends the time limit on raising that creature from the dead (see raise dead). Days spent under the influence of this spell don't count against the time limit. Additionally, this spell makes transporting a slain (and thus decaying) comrade less unpleasant. The spell also works on severed body parts and the like.",PFRPG Core,1,1,1,0,1,3,3,2,,,,,,,2,,2,,,,,3,Repose (2),Preserves one corpse.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gentle Repose,233,,,,,,0,,2,,2,,3,2,,,,,0,0,0,
Giant Vermin,transmutation,,,"cleric/oracle 4, druid 4, shaman 4",1 standard action,"V, S, DF",0,close (25 ft. + 5 ft./2 levels),,,"1 or more vermin, no two of which can be more than 30 ft. apart",1 min./level,0,0,none,yes,"You turn a number of normal-sized centipedes, scorpions, or spiders into their giant counterparts (see the Pathfinder RPG Bestiary). Only one type of vermin can be transmuted (so a single casting cannot affect both a centipede and a spider). The number of vermin which can be affected by this spell depends on your caster level, as noted on the table below. Giant vermin created by this spell do not attempt to harm you, but your control of such creatures is limited to simple commands (""Attack,"" ""Defend,"" ""Stop,"" and so forth). Orders to attack a certain creature when it appears or guard against a particular occurrence are too complex for the vermin to understand. Unless commanded to do otherwise, the giant vermin attack whomever or whatever is near them. Caster Level C entipedes Scorpions Spiders 9th or lower 3 1 2 10th-13th 4 2 3 14th-17th 6 3 4 18th-19th 8 4 5 20th or higher 12 6 8",PFRPG Core,1,1,0,0,1,,,4,4,,,,,,,,4,,,,,4,,"Turns centipedes, scorpions, or spiders into giant vermin.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giant Vermin,238,,,Plague (10),,,0,,4,,,,,,,,4,,0,0,0,
Glyph Of Warding,abjuration,,,cleric/oracle 3,10 minutes,"V, S, M (powdered diamond worth 200 gp)",1,touch,object touched or up to 5 sq. ft./level,,object touched or up to 5 sq. ft./level,permanent until discharged (D),1,0,see text,no (object) and yes; see text,"This powerful inscription harms those who enter, pass, or open the warded area or object. A glyph of warding can guard a bridge or passage, ward a portal, trap a chest or box, and so on. You set all of the conditions of the ward. Typically, any creature entering the warded area or opening the warded object without speaking a password (which you set when casting the spell) is subject to the magic it stores. Alternatively or in addition to a password trigger, glyphs can be set according to physical characteristics (such as height or weight) or creature type, subtype, or kind. Glyphs can also be set with respect to good, evil, law, or chaos, or to pass those of your religion. They cannot be set according to class, HD, or level. Glyphs respond to invisible creatures normally but are not triggered by those who travel past them ethereally. Multiple glyphs cannot be cast on the same area. However, if a cabinet has three different drawers, each can be separately warded. When casting the spell, you weave a tracery of faintly glowing lines around the warding sigil. A glyph can be placed to conform to any shape up to the limitations of your total square footage. When the spell is completed, the glyph and tracery become nearly invisible. Glyphs cannot be affected or bypassed by such means as physical or magical probing, though they can be dispelled. Mislead, polymorph, and nondetection (and similar magical effects) can fool a glyph, though nonmagical disguises and the like can't. Read magic allows you to identify a glyph of warding with a DC 13 Knowledge (arcana) check. Identifying the glyph does not discharge it and allows you to know the basic nature of the glyph (version, type of damage caused, what spell is stored). Note: Magic traps such as glyph of warding are hard to detect and disable. While any character can use Perception to find a glyph, only a character with the trapfinding class feature can use Disable Device to disarm it. The DC in each case is 25 + spell level, or 28 for glyph of warding. Depending on the version selected, a glyph either blasts the intruder or activates a spell. Blast Glyph: A blast glyph deals 1d8 points of damage per two caster levels (maximum 5d8) to the intruder and to all within 5 feet of him or her. This damage is acid, cold, fire, electricity, or sonic (caster's choice, made at time of casting). Each creature affected can attempt a Reflex save to take half damage. Spell resistance applies against this effect. Spell Glyph: You can store any harmful spell of 3rd level or lower that you know. All level-dependent features of the spell are based on your caster level at the time of casting the glyph. If the spell has a target, it targets the intruder. If the spell has an area or an amorphous effect, the area or effect is centered on the intruder. If the spell summons creatures, they appear as close as possible to the intruder and attack. Saving Throws and spell resistance operate as normal, except that the DC is based on the level of the spell stored in the glyph.",PFRPG Core,1,1,1,0,0,,,3,,,,,,,,,3,,,,,3,"Home (3), Rune (3)", Inscription harms those who pass it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Glyph of Warding,243,200,,,Add your tier to the DC to detect or disable the glyph. Blast glyph damage increases to 1d6 points of damage per caster level (maximum 20d6). Add half your tier to the maximum spell level you can store in a spell glyph.,,1,,,,,,,,,,,,0,0,0,
"Glyph of Warding, Greater",abjuration,,,cleric/oracle 6,10 minutes,"V, S, M (powdered diamond worth 200 gp)",1,touch,object touched or up to 5 sq. ft./level,,object touched or up to 5 sq. ft./level,permanent until discharged (D),1,0,see text,no (object) and yes; see text,"This spell functions like glyph of warding, except that a greater blast glyph deals up to 10d8 points of damage, and a greater spell glyph can store a spell of 6th level or lower. Read magic allows you to identify a greater glyph of warding with aDC 16 Spellcraft check. Material Component: You trace the glyph with incense, which must first be sprinkled with powdered diamond worth at least 400 gp.",PFRPG Core,1,1,1,0,0,,,6,,,,,,,,,6,,,,,6,Rune (6)," As glyph of warding, but up to 10d8 damage or 6th-level spell.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Glyph of Warding, Greater",244,200,,,,,0,,,,,,,,,,,,0,0,0,
Hallow,evocation,,good,"cleric/oracle 5, druid 5, inquisitor 5",24 hours,"V, S, M (herbs, oils, and incense worth at least 1,000 gp, plus 1,000 gp per level of the spell to be included in the hallowed area), DF",1,touch,40-ft. radius emanating from the touched point,,,instantaneous,0,0,see text,see text,"Hallow makes a particular site, building, or structure a holy site. This has four major effects. First, the site is warded by a magic circle against evil effect. Second, the DC to resist positive channeled energy within this area gains a +4 sacred bonus and the DC to resist negative energy is reduced by 4. Spell resistance does not apply to this effect. This provision does not apply to the druid version of the spell. Third, any dead body interred in a hallowed site cannot be turned into an undead creature. Finally, you can fix a single spell effect to the hallowed site. The spell effect lasts for 1 year and functions throughout the entire site, regardless of the normal duration and area or effect. You may designate whether the effect applies to all creatures, creatures who share your faith or alignment, or creatures who adhere to another faith or alignment. At the end of the year, the chosen effect lapses, but it can be renewed or replaced simply by casting hallow again. Spell effects that may be tied to a hallowed site include aid, bane, bless, cause fear, darkness, daylight, death ward, deeper darkness, detect evil, detect magic, dimensional anchor, discern lies, dispel magic, endure elements, freedom of movement, invisibility purge, protection from energy, remove fear, resist energy, silence, tongues, and zone of truth. Saving throws and spell resistance might apply to these spells' effects. (See the individual spell descriptions for details.) An area can receive only one hallow spell (and its associated spell effect) at a time. Hallow counters but does not dispel unhallow.",PFRPG Core,1,1,1,0,1,,,5,5,,,,,,,5,5,,,,,5,,Designates location as holy.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Hallow,252,1000,,,,,0,,,,,,,,,,5,,0,0,0,
Harm,necromancy,,,"cleric/oracle 6, witch 7, inquisitor 6, shaman 7, occultist 6, spiritualist 6",1 standard action,"V, S",0,touch,,,creature touched,instantaneous,0,0,Will half; see text,yes,"Harm charges a subject with negative energy that deals 10 points of damage per caster level (to a maximum of 150 points at 15th level). If the creature successfully saves, harm deals half this amount. Harm cannot reduce the target's hit points to less than 1. If used on an undead creature, harm acts like heal.",PFRPG Core,1,1,0,0,0,,,6,,,,,,,7,6,6,,,,,6,"Decay (6), Destruction (6)", Deals 10 points/level damage to target.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harm,255,,,,The damage dealt increases to 15 points of damage per caster level (maximum 225 points).,"Augmented: If you expend two uses of mythic power, the spell also acts as poison.",1,,7,,,,6,6,,,,,0,0,0,
Heal,conjuration,healing,,"cleric/oracle 6, druid 7, alchemist 6, witch 7, inquisitor 6, shaman 7, occultist 6, spiritualist 6",1 standard action,"V, S",0,touch,,,creature touched,instantaneous,0,0,Will negates (harmless),yes (harmless),"Heal enables you to channel positive energy into a creature to wipe away injury and afflictions. It immediately ends any and all of the following adverse conditions affecting the target: ability damage, blinded, confused, dazed, dazzled, deafened, diseased, exhausted, fatigued, feebleminded, insanity, nauseated, poisoned, sickened, and stunned. It also cures 10 hit points of damage per level of the caster, to a maximum of 150 points at 15th level. Heal does not remove negative levels or restore permanently drained ability score points. If used against an undead creature, heal instead acts like harm.",PFRPG Core,1,1,0,0,0,,,6,7,,,,6,,7,6,6,,,5,,6,Healing (6),"Cures 10 points/level damage, all diseases and mental conditions.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Heal,257,,,,The damage cured increases to 15 points of damage per caster level (maximum 225 points).,"Augmented: If you expend two uses of mythic power, the spell also acts as restoration.",1,,7,,,,6,6,,,,,0,0,0,
"Heal, Mass",conjuration,healing,,"cleric/oracle 9, shaman 9",1 standard action,"V, S",0,close (25 ft. + 5 ft./2 levels),,,"one or more creatures, no two of which can be more than 30 ft. apart",instantaneous,0,0,Will negates (harmless),yes (harmless),"This spell functions like heal, except as noted above. The maximum number of hit points restored to each creature is 250.",PFRPG Core,1,1,0,0,0,,,9,,,,,,,,,9,,,,,9,Healing (9)," As heal, but affects 1 subject/level.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Heal, Mass",258,,,Devotion (18),,,0,,9,,,,,,,,,,0,0,0,
Helping Hand,evocation,,,"cleric/oracle 3, psychic 3, spiritualist 3, medium 2",1 standard action,"V, S, DF",0,5 miles,,ghostly hand,,1 hour/level,0,0,none,no,"You create the ghostly image of a hand, which you can send to find a creature within 5 miles. The hand then beckons to that creature and leads it to you if the creature is willing to follow. When the spell is cast, you specify a person (or any creature) by physical description, which can include race, gender, and appearance but not ambiguous factors such as level, alignment, or class. When the description is done, the hand streaks off in search of a subject that fits the description. The amount of time it takes to find the subject depends on how far away he is, as detailed on the following table. Distance Time to Locate 100 ft. or less 1 round 1,000 ft. 1 minute 1 mile 10 minutes 2 miles 1 hour 3 miles 2 hours 4 miles 3 hours 5 miles 4 hours Once the hand locates the subject, it beckons the creature to follow it. If the subject does so, the hand points in your direction, indicating the most direct, feasible route. The hand hovers 10 feet in front of the subject, moving before it at a speed of as much as 240 feet per round. Once the hand leads the subject back to you, it disappears. The subject is not compelled to follow the hand or act in any particular way toward you. If the subject chooses not to follow, the hand continues to beckon for the duration of the spell, then disappears. If the spell expires while the subject is en route to you, the hand disappears; the subject must then rely on its own devices to locate you. If more than one subject in a 5-mile radius meets the description, the hand locates the closest creature. If that creature refuses to follow the hand, the hand does not seek out a second subject. If, at the end of 4 hours of searching, the hand has found no subject that matches the description within 5 miles, it returns to you, displays an outstretched palm (indicating that no such creature was found), and disappears. The ghostly hand has no physical form. It is invisible to anyone except you and a potential subject. It cannot engage in combat or execute any other task aside from locating a subject and leading it back to you. The hand can't pass through solid objects but can ooze through small cracks and slits. The hand cannot travel more than 5 miles from the spot it appeared when you cast the spell.",PFRPG Core,1,1,0,0,1,,,3,,,,,,,,,3,,,,,3,, Ghostly hand leads subject to you.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Helping Hand,261,,,,,,0,,,3,2,,,3,,,,,0,0,0,
Heroes' Feast,conjuration,creation,,"bard 6, cleric/oracle 6, inquisitor 6",10 minutes,"V, S, DF",0,close (25 ft. + 5 ft./2 levels),,feast for one creature/level,,1 hour plus 12 hours; see text,0,0,none,no,"You bring forth a great feast, including a magnificent table, chairs, service, and food and drink. The feast takes 1 hour to consume, and the beneficial effects do not set in until this hour is over. Every creature partaking of the feast is cured of all sickness and nausea, receives the benefits of both neutralize poison and remove disease, and gains 1d8 temporary hit points + 1 point per two caster levels (maximum +10) after imbibing the nectar-like beverage that is part of the feast. The ambrosial food grants each creature that partakes a +1 morale bonus on attack rolls and Will saves and a +4 morale bonus on saving throws against poison and fear effects for 12 hours. If the feast is interrupted for any reason, the spell is ruined and all effects of the spell are negated.",PFRPG Core,1,1,0,0,1,,,6,,,6,,,,,6,6,,,,,6,"Community (6), Resolve (6), Revelry (6)",Food for one creature/level cures and grants combat bonuses.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Heroes' Feast,262,,,,,,0,,,,,,,,,,,,0,0,0,
Hide from Undead,abjuration,,,"cleric/oracle 1, inquisitor 1",1 standard action,"V, S, DF",0,touch,,,one touched creature/level,10 min./level,1,0,Will negates (harmless); see text,yes,"Undead cannot see, hear, or smell creatures warded by this spell. Even extraordinary or supernatural sensory capabilities, such as blindsense, blindsight, scent, and tremorsense, cannot detect or locate warded creatures. Nonintelligent undead creatures (such as skeletons or zombies) are automatically affected and act as though the warded creatures are not there. An intelligent undead creature gets a single Will saving throw. If it fails, the subject can't see any of the warded creatures. If it has reason to believe unseen opponents are present, however, it can attempt to find or strike them. If a warded creature attempts to channel positive energy, turn or command undead, touches an undead creature, or attacks any creature (even with a spell), the spell ends for all recipients.",PFRPG Core,1,1,0,0,1,,,1,,,,,,,,1,1,,,,,1,, Undead can't perceive one subject/level.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hide from Undead,266,,,,,,0,,,,,,,,,,,,0,0,0,
Hold Person,enchantment,compulsion,mind-affecting,"bard 2, cleric/oracle 2, sorcerer/wizard 3, witch 2, inquisitor 2, antipaladin 2, bloodrager 3, shaman 2, occultist 3, psychic 2, mesmerist 2, medium 2",1 standard action,"V, S, F/DF (a small, straight piece of iron)",0,medium (100 ft. + 10 ft./level),,,one humanoid creature,1 round/level ; see text,1,0,Will negates; see text,yes,"The subject becomes paralyzed and freezes in place. It is aware and breathes normally but cannot take any actions, even speech. Each round on its turn, the subject may attempt a new saving throw to end the effect. This is a full-round action that does not provoke attacks of opportunity. A winged creature who is paralyzed cannot flap its wings and falls. A swimmer can't swim and may drown.",PFRPG Core,1,1,0,1,1,3,3,2,,,2,,,,2,2,2,2,,,,3,,Paralyzes one humanoid for 1 round/level.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Hold Person,268,,,,,,0,3,2,2,2,2,3,,,,,,0,0,0,
Holy Aura,abjuration,,good,cleric/oracle 8,1 standard action,"V, S, F (a tiny reliquary worth 500 gp)",1,20 ft.,,,one creature/level in a 20-ft.-radius burst centered on you,1 round/level,1,0,see text,yes (harmless),"A brilliant divine radiance surrounds the subjects, protecting them from attacks, granting them resistance to spells cast by evil creatures, and causing evil creatures to become blinded when they strike the subjects. This abjuration has four effects. First, each warded creature gains a +4 deflection bonus to AC and a +4 resistance bonus on saves. Unlike protection from evil, this benefit applies against all attacks, not just against attacks by evil creatures. Second, each warded creature gains spell resistance 25 against evil spells and spells cast by evil creatures. Third, the abjuration protects the recipient from possession and mental influence, just as protection from evil does. Finally, if an evil creature succeeds on a melee attack against a creature warded by a holy aura, the offending attacker is blinded (Fortitude save negates, as blindness/deafness, but against holy aura's save DC).",PFRPG Core,1,1,0,1,0,,,8,,,,,,,,,8,,,,,8,"Glory (8), Good (8)"," +4 to AC, +4 resistance, and SR 25 against evil spells.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Holy Aura,273,500,,Devotion (16),,,0,,,,,,,,,,,,0,0,0,
Holy Smite,evocation,,good,"cleric/oracle 4, inquisitor 4",1 standard action,"V, S",0,medium (100 ft. + 10 ft./level),20-ft.-radius burst,,,instantaneous (1 round); see text,0,0,Will partial; see text,yes,"You draw down holy power to smite your enemies. Only evil and neutral creatures are harmed by the spell; good creatures are unaffected. The spell deals 1d8 points of damage per two caster levels (maximum 5d8) to each evil creature in the area (or 1d6 points of damage per caster level, maximum 10d6, to an evil outsider) and causes it to become blinded for 1 round. A successful Will saving throw reduces damage to half and negates the blinded effect. The spell deals only half damage to creatures who are neither good nor evil, and they are not blinded. Such a creature can reduce that damage by half (down to one-quarter of the roll) with a successful Will save.",PFRPG Core,1,1,0,0,0,,,4,,,,,,,,4,4,,,,,4,"Glory (4), Good (4)", Harms and possibly blinds evil creatures (1d8 damage/2 levels).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Holy Smite,274,,,,"The damage dealt to evil outsiders increases to 1d10 points of damage per caster level (maximum 10d10) and the damage dealt to other evil creatures increases to 1d12 points of damage per 2 caster levels (maximum 5d12). The duration that creatures in the area are blinded increases to 2 rounds. On a successful save, an evil creature is blinded for 1 round.",,1,,,,,,,,,,,,0,0,0,
Holy Word,evocation,,"good, sonic","cleric/oracle 7, inquisitor 6",1 standard action,V,0,40 ft.,nongood creatures in a 40-ft.-radius spread centered on you,,,instantaneous,0,0,Will partial,yes,"Any nongood creature within the area of a holy word spell suffers the following ill effects. HD Effect Equal to caster level Deafened Up to caster level -1 Blinded, deafened Up to caster level -5 Paralyzed, blinded, deafened Up to caster level -10 Killed, paralyzed, blinded, deafenedThe effects are cumulative and concurrent. A successful Will save reduces or eliminates these effects. Creatures affected by multiple effects make only one save and apply the result to all the effects. Deafened: The creature is deafened for 1d4 rounds. Save negates. Blinded: The creature is blinded for 2d4 rounds. Save reduces the blinded effect to 1d4 rounds. Paralyzed: The creature is paralyzed and helpless for 1d10 minutes. Save reduces the paralyzed effect to 1 round. Killed: Living creatures die. Undead creatures are destroyed. Save negates. If the save is successful, the creature instead takes 3d6 points of damage + 1 point per caster level (maximum +25). Furthermore, if you are on your home plane when you cast this spell, nongood extraplanar creatures within the area are instantly banished back to their home planes. Creatures so banished cannot return for at least 24 hours. This effect takes place regardless of whether the creatures hear the holy word or not. The banishment effect allows a Will save (at a -4 penalty) to negate. Creatures whose HD exceed your caster level are unaffected by holy word.",PFRPG Core,1,0,0,0,0,,,7,,,,,,,,6,7,,,,,7,Good (7)," Kills, paralyzes, blinds, or deafens nongood subjects.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Holy Word,276,,,,,,0,,,,,,,,,,,,0,0,0,
Imbue with Spell Ability,evocation,,,"cleric/oracle 4, shaman 4, spiritualist 4",10 minutes,"V, S, DF",0,touch,,,creature touched; see text,permanent until discharged,1,0,Will negates (harmless),yes (harmless),"You transfer some of your currently prepared spells, and the ability to cast them, to another creature. Only a creature with an Intelligence score of at least 5 and a Wisdom score of at least 9 can receive this boon. Only cleric spells from the schools of abjuration, divination, and conjuration (healing) can be transferred. The number and level of spells that the subject can be granted depends on its Hit Dice; even multiple castings of imbue with spell ability can't exceed this limit. HD of Recipient Spells Imbued 2 or lower One 1st-level spell 3-4 One or two 1st-level spells 5 or higher One or two 1st-level spells and one 2nd-level spell The transferred spell's variable characteristics (range, duration, area, and the like) function according to your level, not the level of the recipient. Once you cast imbue with spell ability, you cannot prepare a new 4th-level spell to replace it until the recipient uses the imbued spells or is slain, or until you dismiss the imbue with spell ability spell. In the meantime, you remain responsible to your deity or your principles for the use to which the spell is put. If the number of 4th-level spells you can cast decreases, and that number drops below your current number of active imbue with spell ability spells, the more recently cast imbued spells are dispelled. To cast a spell with a verbal component, the subject must be able to speak. To cast a spell with a somatic component, it must be able to move freely. To cast a spell with a material component or focus, it must have the materials or focus.",PFRPG Core,1,1,0,0,1,,,4,,,,,,,,,4,,,,,4,"Community (4), Magic (4)", Transfer spells to subject.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Imbue with Spell Ability,284,,,,,,0,,4,,,,,4,,,,,0,0,0,
Implosion,evocation,,,"cleric/oracle 9, psychic 9",1 standard action,"V, S",0,close (25 ft. + 5 ft./2 levels),,,one corporeal creature/round,concentration (up to 1 round per 2 levels),0,0,Fortitude negates,yes,"This spell causes a destructive resonance in a corporeal creature's body. Each round you concentrate (including the first), you can cause one creature to collapse in on itself, inflicting 10 points of damage per caster level. If you break concentration, the spell immediately ends, though any implosions that have already happened remain in effect. You can target a particular creature only once with each casting of the spell. Implosion has no effect on creatures in gaseous form or on incorporeal creatures.",PFRPG Core,1,1,0,0,0,,,9,,,,,,,,,9,,,,,9,Destruction (9), Inflict 10 damage/level to one creature/round.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Implosion,285,,,,,,0,,,9,,,,,,,,,0,0,0,
Inflict Light Wounds,necromancy,,,"antipaladin 1, cleric/oracle 1, inquisitor 1, witch 1, shaman 1, occultist 1, spiritualist 1",1 standard action,"V, S",0,touch,,,creature touched,instantaneous,0,0,Will half,yes,"When laying your hand upon a creature, you channel negative energy that deals 1d8 points of damage + 1 point per caster level (maximum +5). Since undead are powered by negative energy, this spell cures such a creature of a like amount of damage, rather than harming it.",PFRPG Core,1,1,0,0,0,,,1,,,,,,,1,1,1,1,,,,1,,Touch deals 1d8 damage +1/level (max +5).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inflict Light Wounds,288,,,,The damage dealt increases to 2d8 points of damage + 2 points per caster level (maximum +10). A living target is sickened for 1 round per caster level (maximum 5 rounds) if it fails its saving throw.,,1,,1,,,,1,1,,,,,0,0,0,
Inflict Critical Wounds,necromancy,,,"cleric/oracle 4, witch 5, inquisitor 4, shaman 4, occultist 4, spiritualist 4",1 standard action,"V, S",0,touch,,,creature touched,instantaneous,0,0,Will half,yes,"This spell functions like inflict light wounds, except that you deal 4d8 points of damage + 1 point per caster level (maximum +20).",PFRPG Core,1,1,0,0,0,,,4,,,,,,,5,4,4,,,,,4,Destruction (4)," Touch attack, 4d8 damage + 1/level (max +20).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inflict Critical Wounds,289,,,,The damage dealt increases to 8d8 points of damage + 2 points per caster level (maximum +40). A living target is sickened for 1 round per caster level (maximum 20 rounds) if it fails its saving throw.,,1,,4,,,,4,4,,,,,0,0,0,
"Inflict Critical Wounds, Mass",necromancy,,,"cleric/oracle 8, witch 9, shaman 8",1 standard action,"V, S",0,close (25 ft. + 5 ft./2 levels),,,"one creature/level, no two of which can be more than 30 ft. apart",instantaneous,0,0,Will half,yes,"This spell functions like mass inflict light wounds, except that it deals 4d8 points of damage + 1 point per caster level (maximum +40).",PFRPG Core,1,1,0,0,0,,,8,,,,,,,9,,8,,,,,8,," Deals 4d8 damage + 1/level, affects 1 subject/level.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Inflict Critical Wounds, Mass",290,,,,,,0,,8,,,,,,,,,,0,0,0,
"Inflict Light Wounds, Mass",necromancy,,,"cleric/oracle 5, witch 6, inquisitor 5, shaman 5, occultist 5",1 standard action,"V, S",0,close (25 ft. + 5 ft./2 levels),,,"one creature/level, no two of which can be more than 30 ft. apart",instantaneous,0,0,Will half,yes,"Negative energy spreads out in all directions from the point of origin, dealing 1d8 points of damage + 1 point per caster level (maximum +25) to nearby living enemies. Like other inflict spells, mass inflict light wounds cures undead in its area rather than damaging them. A cleric capable of spontaneously casting inflict spells can also spontaneously cast mass inflict spells.",PFRPG Core,1,1,0,0,0,,,5,,,,,,,6,5,5,,,,,5,," Deals 1d8 damage + 1/level, affects 1 subject/level.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Inflict Light Wounds, Mass",291,,,,,,0,,5,,,,5,,,,,,0,0,0,
Inflict Moderate Wounds,necromancy,,,"antipaladin 3, cleric/oracle 2, inquisitor 2, witch 2, shaman 2, occultist 2, spiritualist 2",1 standard action,"V, S",0,touch,,,creature touched,instantaneous,0,0,Will half,yes,"This spell functions like inflict light wounds, except that you deal 2d8 points of damage + 1 point per caster level (maximum +10).",PFRPG Core,1,1,0,0,0,,,2,,,,,,,2,2,2,3,,,,2,,"Touch attack, 2d8 damage +1/level (max +10).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inflict Moderate Wounds,292,,,,The damage dealt increases to 4d8 points of damage + 2 points per caster level (maximum +20). A living target is sickened for 1 round per caster level (maximum 10 rounds) if it fails its saving throw.,,1,,2,,,,2,2,,,,,0,0,0,
"Inflict Moderate Wounds, Mass",necromancy,,,"cleric/oracle 6, witch 7, inquisitor 6, shaman 6, occultist 6",1 standard action,"V, S",0,close (25 ft. + 5 ft./2 levels),,,"one creature/level, no two of which can be more than 30 ft. apart",instantaneous,0,0,Will half,yes,"This spell functions like mass inflict light wounds, except that it deals 2d8 points of damage + 1 point per caster level (maximum +30).",PFRPG Core,1,1,0,0,0,,,6,,,,,,,7,6,6,,,,,6,," Deals 2d8 damage + 1/level, affects 1 subject/level.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Inflict Moderate Wounds, Mass",293,,,,,,0,,6,,,,6,,,,,,0,0,0,
Inflict Serious Wounds,necromancy,,,"cleric/oracle 3, witch 4, inquisitor 3, antipaladin 4, shaman 3, occultist 3, spiritualist 3",1 standard action,"V, S",0,touch,,,creature touched,instantaneous,0,0,Will half,yes,"This spell functions like inflict light wounds, except that you deal 3d8 points of damage + 1 point per caster level (maximum +15).",PFRPG Core,1,1,0,0,0,,,3,,,,,,,4,3,3,4,,,,3,,"Touch attack, 3d8 damage +1/level (max +15).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inflict Serious Wounds,294,,,,The damage dealt increases to 6d8 points of damage + 2 points per caster level (maximum +30). A living target is sickened for 1 round per caster level (maximum 15 rounds) if it fails its saving throw.,,1,,3,,,,3,3,,,,,0,0,0,
